央视频道,#genre#
上海生活时尚,http://183.220.20.17:4321/rtp/239.10.0.102:5140$四川移动
上海生活时尚,http://112.19.88.97:8899/rtp/239.10.0.102:5140$四川移动
上海乐游频道,http://183.220.20.17:4321/rtp/239.10.0.105:5140$四川移动
上海乐游频道,http://112.19.88.97:8899/rtp/239.10.0.105:5140$四川移动
上海法治天地,http://183.220.20.17:4321/rtp/239.10.0.180:5140$四川移动
上海法治天地,http://112.19.88.97:8899/rtp/239.10.0.180:5140$四川移动
金鹰纪实,http://183.220.20.17:4321/rtp/239.10.0.193:5140$四川移动
金鹰纪实,http://112.19.88.97:8899/rtp/239.10.0.193:5140$四川移动
快乐垂钓,http://183.220.20.17:4321/rtp/239.10.0.128:5140$四川移动
快乐垂钓,http://112.19.88.97:8899/rtp/239.10.0.128:5140$四川移动
求索纪录,http://183.220.20.17:4321/rtp/239.10.0.221:5140$四川移动
求索纪录,http://112.19.88.97:8899/rtp/239.10.0.221:5140$四川移动
咪咕体育直播1,http://183.220.20.17:4321/rtp/239.10.0.232:5140$四川移动
咪咕体育直播1,http://112.19.88.97:8899/rtp/239.10.0.232:5140$四川移动
咪咕体育直播2,http://183.220.20.17:4321/rtp/239.10.0.233:5140$四川移动
咪咕体育直播2,http://112.19.88.97:8899/rtp/239.10.0.233:5140$四川移动
咪咕体育直播3,http://183.220.20.17:4321/rtp/239.10.0.234:5140$四川移动
咪咕体育直播3,http://112.19.88.97:8899/rtp/239.10.0.234:5140$四川移动
咪咕体育直播4,http://183.220.20.17:4321/rtp/239.10.0.235:5140$四川移动
咪咕体育直播4,http://112.19.88.97:8899/rtp/239.10.0.235:5140$四川移动
咪咕体育直播5,http://183.220.20.17:4321/rtp/239.10.0.236:5140$四川移动
咪咕体育直播5,http://112.19.88.97:8899/rtp/239.10.0.236:5140$四川移动
4K频道,#genre#
华数爱上4K,http://183.220.20.17:4321/rtp/239.11.0.120:5140$四川移动
华数爱上4K,http://112.19.88.97:8899/rtp/239.11.0.120:5140$四川移动
卫视频道,#genre#
四川卫视,http://183.220.20.17:4321/rtp/239.11.0.78:5140$四川移动
四川卫视,http://112.19.88.97:8899/rtp/239.11.0.78:5140$四川移动
康巴卫视,http://183.220.20.17:4321/rtp/239.11.0.10:5140$四川移动
康巴卫视,http://112.19.88.97:8899/rtp/239.11.0.10:5140$四川移动
湖南卫视,http://183.220.20.17:4321/rtp/239.11.0.119:5140$四川移动
湖南卫视,http://112.19.88.97:8899/rtp/239.11.0.119:5140$四川移动
江苏卫视,http://183.220.20.17:4321/rtp/239.11.0.76:5140$四川移动
江苏卫视,http://112.19.88.97:8899/rtp/239.11.0.76:5140$四川移动
浙江卫视,http://183.220.20.17:4321/rtp/239.11.0.70:5140$四川移动
浙江卫视,http://112.19.88.97:8899/rtp/239.11.0.70:5140$四川移动
安徽卫视,http://183.220.20.17:4321/rtp/239.11.0.117:5140$四川移动
安徽卫视,http://112.19.88.97:8899/rtp/239.11.0.117:5140$四川移动
北京卫视,http://183.220.20.17:4321/rtp/239.11.0.121:5140$四川移动
北京卫视,http://112.19.88.97:8899/rtp/239.11.0.121:5140$四川移动
北京卫视4K超高清,http://183.220.20.17:4321/rtp/239.10.0.91:5140$四川移动
北京卫视4K超高清,http://112.19.88.97:8899/rtp/239.10.0.91:5140$四川移动
重庆卫视,http://183.220.20.17:4321/rtp/239.11.0.116:5140$四川移动
重庆卫视,http://112.19.88.97:8899/rtp/239.11.0.116:5140$四川移动
东方卫视,http://183.220.20.17:4321/rtp/239.11.0.68:5140$四川移动
东方卫视,http://112.19.88.97:8899/rtp/239.11.0.68:5140$四川移动
东南卫视,http://183.220.20.17:4321/rtp/239.11.0.41:5140$四川移动
东南卫视,http://112.19.88.97:8899/rtp/239.11.0.41:5140$四川移动
甘肃卫视,http://183.220.20.17:4321/rtp/239.11.0.55:5140$四川移动
甘肃卫视,http://112.19.88.97:8899/rtp/239.11.0.55:5140$四川移动
广东卫视,http://183.220.20.17:4321/rtp/239.11.0.115:5140$四川移动
广东卫视,http://112.19.88.97:8899/rtp/239.11.0.115:5140$四川移动
广西卫视,http://183.220.20.17:4321/rtp/239.11.0.48:5140$四川移动
广西卫视,http://112.19.88.97:8899/rtp/239.11.0.48:5140$四川移动
贵州卫视,http://183.220.20.17:4321/rtp/239.11.0.51:5140$四川移动
