央视频道,#genre#
CCTV-4欧洲,http://106.59.3.141:55555/rtp/239.200.201.180:4220$云南电信
CCTV-4欧洲,http://106.59.2.85:55555/rtp/239.200.201.180:4220$云南电信
CETV1,http://106.59.3.141:55555/udp/239.200.201.49:8756$云南电信
CETV1,http://106.59.2.85:55555/udp/239.200.201.49:8756$云南电信
CETV2,http://106.59.3.141:55555/rtp/239.200.201.121:8780$云南电信
CETV2,http://106.59.2.85:55555/rtp/239.200.201.121:8780$云南电信
CETV4,http://106.59.3.141:55555/rtp/239.200.201.122:8784$云南电信
CETV4,http://106.59.2.85:55555/rtp/239.200.201.122:8784$云南电信
CGTN英语,http://106.59.3.141:55555/udp/239.200.200.30:8500$云南电信
CGTN英语,http://106.59.2.85:55555/udp/239.200.200.30:8500$云南电信
CGTN纪录,http://106.59.3.141:55555/udp/239.200.201.183:4220$云南电信
CGTN纪录,http://106.59.2.85:55555/udp/239.200.201.183:4220$云南电信
CGTN阿拉伯语,http://106.59.3.141:55555/udp/239.200.201.186:4220$云南电信
CGTN阿拉伯语,http://106.59.2.85:55555/udp/239.200.201.186:4220$云南电信
CGTN俄语,http://106.59.3.141:55555/udp/239.200.201.187:4220$云南电信
CGTN俄语,http://106.59.2.85:55555/udp/239.200.201.187:4220$云南电信
CGTN西班牙语,http://106.59.3.141:55555/udp/239.200.201.184:4220$云南电信
CGTN西班牙语,http://106.59.2.85:55555/udp/239.200.201.184:4220$云南电信
CGTN法语,http://106.59.3.141:55555/rtp/239.200.201.185:4220$云南电信
CGTN法语,http://106.59.2.85:55555/rtp/239.200.201.185:4220$云南电信
中国交通,http://106.59.3.141:55555/udp/239.200.201.138:8556$云南电信
中国交通,http://106.59.2.85:55555/udp/239.200.201.138:8556$云南电信
数字频道,#genre#
CHC动作电影,http://106.59.3.141:55555/rtp/239.200.201.31:8144$云南电信
CHC动作电影,http://106.59.2.85:55555/rtp/239.200.201.31:8144$云南电信
CHC影迷电影,http://106.59.3.141:55555/rtp/239.200.201.34:8148$云南电信
CHC影迷电影,http://106.59.2.85:55555/rtp/239.200.201.34:8148$云南电信
CHC家庭影院,http://106.59.3.141:55555/rtp/239.200.201.30:8140$云南电信
CHC家庭影院,http://106.59.2.85:55555/rtp/239.200.201.30:8140$云南电信
华数电影1,http://106.59.3.141:55555/udp/239.200.200.77:9016$云南电信
华数电影1,http://106.59.2.85:55555/udp/239.200.200.77:9016$云南电信
华数电影2,http://106.59.3.141:55555/udp/239.200.200.73:9024$云南电信
华数电影2,http://106.59.2.85:55555/udp/239.200.200.73:9024$云南电信
先锋乒羽,http://106.59.3.141:55555/rtp/239.200.201.33:4120$云南电信
先锋乒羽,http://106.59.2.85:55555/rtp/239.200.201.33:4120$云南电信
